registrikood;nimi;staatus;kehtiv_alates;kehtiv_kuni
12623156;Saare Market OÜ;kehtiv;2014-09-03;
12017558;Saare Toitlustus OÜ;kehtiv;2011-01-17;
16161426;Saarekohvik OÜ;kehtiv;2021-03-08;
10044010;Saaremaa Tarbijate Ühistu;kehtiv;2010-03-22;
11031624;Saarepärn OÜ;kehtiv;2017-02-26;
12861894;Saareton OÜ;kehtiv;2015-08-10;
17087927;Sabbal Singh;kehtiv;2025-02-28;
14385268;Sabi Rotermann OÜ;kehtiv;2018-03-01;
14680180;Sabores OÜ;kehtiv;2019-05-28;
16905111;Saborlatin OÜ;kehtiv;2024-05-11;
12028587;Sadam OÜ;kehtiv;2014-04-11;
14555173;Sadama Baarid OÜ;kehtiv;2018-12-09;
14451982;Sadama Catering OÜ;kehtiv;2018-05-07;
14712000;Sadama Resto OÜ;kehtiv;2019-04-29;
14406616;Sadamakohvik OÜ;kehtiv;2018-04-06;
14333722;Sahvri Catering OÜ;kehtiv;2021-02-08;
16694465;Sai Valmis OÜ;kehtiv;2023-05-03;
12704657;Saiapuru OÜ;kehtiv;2015-05-08;
16158989;Saiatehas OÜ;kehtiv;2021-07-21;
12059576;Sailing Estonia OÜ;kehtiv;2016-11-21;
12961822;Sailorsvet OÜ;kehtiv;2016-05-20;
10860821;Saka Mõis OÜ;kehtiv;2006-04-12;
12656645;Saksa Haus OÜ;kehtiv;2016-05-17;
14368086;Sakste Maja OÜ;kehtiv;2018-01-07;
16674456;Saku Pagar OÜ;kehtiv;2024-06-03;
17396048;Saku Pärl OÜ;kehtiv;2026-03-09;
14950596;Salat ja disko OÜ;kehtiv;2020-07-27;
14292532;Salmistu Sadam OÜ;kehtiv;2017-07-11;
11519490;SalonPlus Baltic OÜ;kehtiv;2018-03-22;
12874661;SaltsUp OÜ;kehtiv;2021-04-01;
11385061;Samisa Grupp OÜ;kehtiv;2007-12-06;
12792696;Samliku Pekker OÜ;kehtiv;2018-08-15;
12765073;San Antonio Ribs OÜ;kehtiv;2015-07-22;
14973545;SanVei OÜ;kehtiv;2020-06-08;
14019374;Sandbar OÜ;kehtiv;2017-10-09;
14905957;Sanmaks OÜ;kehtiv;2025-02-09;
11973651;Sanmindunxin Taiguogu OÜ;kehtiv;2011-02-21;
12836362;Sanny OÜ;kehtiv;2018-05-31;
14871033;Santrope OÜ;kehtiv;2020-08-25;
17502728;Sapore Cucina OÜ;kehtiv;2026-05-08;
12648947;Saram OÜ;kehtiv;2014-10-09;
10981756;Sassialex OÜ;kehtiv;2005-04-29;
17249092;Satumaa OÜ;kehtiv;2025-06-17;
12006410;Saukas Food OÜ;kehtiv;2010-11-23;
12006410;Saukas Food OÜ;kehtiv;2013-04-22;
14264102;Sauna Pubi OÜ;kehtiv;2019-10-30;
16925473;Saxby Point OÜ;kehtiv;2024-03-27;
14349195;Scandinavian Machine OÜ;kehtiv;2021-09-28;
16263925;Schlossfellin OÜ;kehtiv;2022-10-24;
14039388;Sea Adventure OÜ;kehtiv;2023-04-24;
11964072;Seacom International OÜ;kehtiv;2011-02-04;
12832786;Seaside Services OÜ;kehtiv;2025-07-13;
11106405;Season Caffee OÜ;kehtiv;2005-07-13;
16023486;Seconde OÜ;kehtiv;2020-08-11;
14030720;Secret Room OÜ;kehtiv;2018-04-05;
12329656;SeeIT OÜ;kehtiv;2022-07-22;
14322405;Seffu Food OÜ;kehtiv;2019-04-23;
10555615;Select Service Partner Eesti Aktsiaselts;kehtiv;2004-12-21;
10555615;Select Service Partner Eesti Aktsiaselts;kehtiv;2005-01-17;
10555615;Select Service Partner Eesti Aktsiaselts;kehtiv;2010-08-03;
10555615;Select Service Partner Eesti Aktsiaselts;kehtiv;2013-10-04;
12395951;Selgrim OÜ;kehtiv;2022-12-12;
12789493;Seljatee OÜ;kehtiv;2017-03-31;
12752745;Sell Invest Group OÜ;kehtiv;2021-01-26;
16366080;Selosetsaane Sanmonslaa OÜ;kehtiv;2022-01-04;
80159370;Selts Raeküla;kehtiv;2008-03-20;
10379733;Selver AS;kehtiv;2011-04-20;
14073043;Semiway OÜ;kehtiv;2017-06-09;
12853666;Sensesfood OÜ;kehtiv;2018-09-05;
14953086;Serpentine OÜ;kehtiv;2020-05-04;
10577976;Serverette OÜ;kehtiv;2004-07-14;
11536442;Servicetrade OÜ;kehtiv;2013-04-18;
14389817;Sessel OÜ;kehtiv;2018-01-07;
11438981;Seto Line Reisid OÜ;kehtiv;2008-06-06;
11438981;Seto Line Reisid OÜ;kehtiv;2014-06-19;
75025221;Setomaa Muuseumid;kehtiv;2004-05-07;
12667933;Seumiseu OÜ;kehtiv;2017-01-03;
17379558;Sevfreya OÜ;kehtiv;2025-12-01;
14720962;Sezan OÜ;kehtiv;2019-05-22;
17357752;Shah Ray OÜ;kehtiv;2025-12-09;
16146450;Sham OÜ;kehtiv;2023-08-23;
12561904;Shamrock Grupp OÜ;kehtiv;2014-07-23;
12561904;Shamrock Grupp OÜ;kehtiv;2014-07-23;
14065279;Shamrock Management OÜ;kehtiv;2016-07-12;
10460501;Sharwimbo Namushasha OÜ;kehtiv;2004-12-28;
10260601;Shaurma Tallinn OÜ;kehtiv;2019-05-14;
14158176;Shaurma Tallinn OÜ;kehtiv;2017-01-14;
17215851;Shaurma family OÜ;kehtiv;2025-05-02;
16021180;Short Bridge Project OÜ;kehtiv;2024-02-27;
17103394;Shuuter OÜ;kehtiv;2024-11-01;
14515966;Sibul ja Sammal OÜ;kehtiv;2023-05-02;
14475741;Sidrunhein OÜ;kehtiv;2020-06-05;
12383822;Signa2ra OÜ;kehtiv;2023-02-21;
14030803;Signai OÜ;kehtiv;2023-12-20;
16274254;Siguri OÜ;kehtiv;2021-07-27;
90015270;Sihtasutus Alutagusemaa;kehtiv;2021-04-28;
90014603;Sihtasutus Eesti Ajaloomuuseum;kehtiv;2021-04-14;
90003321;Sihtasutus Eesti Kaevandusmuuseum;kehtiv;2010-05-04;
90012596;Sihtasutus Eesti Kontsert;kehtiv;2007-11-29;
90014017;Sihtasutus Eesti Maaelumuuseumid;kehtiv;2023-03-16;
90010769;Sihtasutus Endla Teater;kehtiv;2012-06-13;
90014566;Sihtasutus Haanjamaa Sport;kehtiv;2021-01-20;
90013555;Sihtasutus Holstre-Polli Vabaajakeskus;kehtiv;2019-07-15;
90005113;Sihtasutus Jõulumäe Tervisespordikeskus;kehtiv;2008-06-30;
90014112;Sihtasutus Kunstihoone;kehtiv;2020-07-03;
90007626;Sihtasutus Kuremaa Elamuskeskus;kehtiv;2014-05-29;
90007626;Sihtasutus Kuremaa Elamuskeskus;kehtiv;2014-05-29;
90008100;Sihtasutus Luke Mõis;kehtiv;2010-06-29;
90011481;Sihtasutus Narva Muuseum;kehtiv;2013-04-24;
90003491;Sihtasutus Rakvere Teatrimaja;kehtiv;2005-04-20;
90009565;Sihtasutus Rannarahva Muuseum;kehtiv;2015-03-23;
90014655;Sihtasutus Rannarootsi Muuseum;kehtiv;2021-07-02;
90012640;Sihtasutus Räpina Sadamad ja Puhkealad;kehtiv;2014-06-06;
90007879;Sihtasutus Saadjärve;kehtiv;2012-07-10;
90008956;Sihtasutus THEATRUM;kehtiv;2015-05-04;
90007715;Sihtasutus Tehvandi Spordikeskus;kehtiv;2005-03-01;
90007715;Sihtasutus Tehvandi Spordikeskus;kehtiv;2005-03-01;
90007715;Sihtasutus Tehvandi Spordikeskus;kehtiv;2010-10-25;
90007715;Sihtasutus Tehvandi Spordikeskus;kehtiv;2012-04-18;
90007715;Sihtasutus Tehvandi Spordikeskus;kehtiv;2012-04-18;
90008005;Sihtasutus Ugala Teater;kehtiv;2015-09-10;
90004237;Sihtasutus Uue Kunsti Muuseum;kehtiv;2007-12-21;
90003858;Sihtasutus Vaba Lava;kehtiv;2016-06-27;
14261856;Siidikäpp OÜ;kehtiv;2021-07-21;
12139009;Siilisaba OÜ;kehtiv;2017-06-12;
14348451;Siilisahver OÜ;kehtiv;2018-10-09;
14846108;Siin OÜ;kehtiv;2019-11-27;
11967395;Sildkivi OÜ;kehtiv;2010-12-15;
14907583;Silfood OÜ;kehtiv;2020-03-02;
10136628;Silva-Agro OÜ;kehtiv;2005-04-13;
16020097;SilverTeam OÜ;kehtiv;2021-01-28;
11786245;Simonis OÜ;kehtiv;2010-05-18;
12208326;Simtan Kaubandus OÜ;kehtiv;2019-08-16;
12087816;Simus OÜ;kehtiv;2011-07-05;
16917195;Siniallikas OÜ;kehtiv;2024-06-14;
17142129;Sinimandria Restoran OÜ;kehtiv;2025-07-22;
14373650;Sinou Tieng OÜ;kehtiv;2018-02-19;
12902245;Sinuminu OÜ;kehtiv;2017-02-05;
17126946;Sip Whispers OÜ;kehtiv;2024-12-05;
16233901;Sirinas OÜ;kehtiv;2021-06-01;
10882679;Sistem OÜ;kehtiv;2005-06-30;
14273747;Sisters Cake House OÜ;kehtiv;2020-05-27;
16254978;SiuSweets OÜ;kehtiv;2021-12-16;
16485270;Skavel OÜ;kehtiv;2022-07-06;
12912551;Skeletor OÜ;kehtiv;2015-09-30;
14457499;SkillPulse OÜ;kehtiv;2026-03-21;
11399945;SkulptuuriGalerii OÜ;kehtiv;2011-03-02;
16191338;Skyon Resto OÜ;kehtiv;2021-09-10;
12116340;Sloor OÜ;kehtiv;2016-05-20;
11731008;Smackers OÜ;kehtiv;2013-08-21;
16225853;Smartini OÜ;kehtiv;2021-06-07;
17306631;Smartplate Food OÜ;kehtiv;2025-09-22;
17099451;Smashbite OÜ;kehtiv;2026-03-16;
16500006;Smoke OÜ;kehtiv;2022-08-02;
14233392;Smuutid OÜ;kehtiv;2017-04-20;
14884592;Snemorks OÜ;kehtiv;2020-05-15;
14047399;Snoob Resto OÜ;kehtiv;2017-10-09;
12974606;Socond Mikepercs OÜ;kehtiv;2017-01-24;
16360605;Sofa Lounge OÜ;kehtiv;2022-01-18;
17056708;Sofi Kohvikud OÜ;kehtiv;2024-10-24;
14954074;Sofiko OÜ;kehtiv;2024-01-02;
16131661;Softcupid OÜ;kehtiv;2023-12-11;
12895893;Sohumi OÜ;kehtiv;2016-10-20;
17327449;Sokku Sahver OÜ;kehtiv;2025-10-27;
16489345;Solution catering OÜ;kehtiv;2022-06-05;
16967939;Sommerman OÜ;kehtiv;2024-12-31;
12436642;Sonero OÜ;kehtiv;2013-04-10;
10332105;Soodla Kaupluse Osaühing;kehtiv;2005-09-26;
12007332;Sooprojekt OÜ;kehtiv;2018-12-27;
11261258;Soopärl OÜ;kehtiv;2006-07-26;
14138989;Sootamme OÜ;kehtiv;2020-05-25;
16971485;Sooääre Köök OÜ;kehtiv;2024-10-15;
12555186;Sorka OÜ;kehtiv;2013-11-27;
12138689;Sotsas OÜ;kehtiv;2021-12-09;
16247470;SoulSisters OÜ;kehtiv;2021-07-01;
12354128;Sound OÜ;kehtiv;2019-11-13;
17093997;Soveldaja Loomeleek OÜ;kehtiv;2025-07-03;
12220014;Spargel OÜ;kehtiv;2012-04-04;
12820180;Spassky OÜ;kehtiv;2016-04-26;
14263654;Sphinx OÜ;kehtiv;2017-08-21;
16802888;SpiritLight OÜ;kehtiv;2025-09-23;
10677712;Sportland Eesti Aktsiaselts;kehtiv;2010-09-10;
11450976;Spring Cafe OÜ;kehtiv;2008-06-06;
14555747;Springexport OÜ;kehtiv;2019-01-17;
12771748;Spumante OÜ;kehtiv;2015-05-26;
12073984;Square Kebab OÜ;kehtiv;2015-02-20;
16989007;Srilankan tamil express OÜ;kehtiv;2025-05-22;
14114256;St. Patrick’s NM OÜ;kehtiv;2016-09-16;
14114552;St. Patrick’s PI OÜ;kehtiv;2016-09-16;
14113653;St. Patrick’s RM OÜ;kehtiv;2016-09-16;
12758305;Stagerank OÜ;kehtiv;2017-05-23;
11884226;Stamp OÜ;kehtiv;2019-02-14;
17056312;StarGamer OÜ;kehtiv;2024-11-29;
17071139;StarStage OÜ;kehtiv;2024-09-19;
12583461;Starlight Export OÜ;kehtiv;2016-06-07;
17281687;Stay & Sip OÜ;kehtiv;2025-07-14;
16725165;StayBliss OÜ;kehtiv;2023-12-07;
14392854;Ste-Mar OÜ;kehtiv;2017-12-18;
14972586;SteamFunk OÜ;kehtiv;2020-10-08;
14489370;Stedingu Kohvik OÜ;kehtiv;2018-05-21;
11900095;Steel Service OÜ;kehtiv;2010-05-05;
14971084;Sten Allik;kehtiv;2021-06-23;
12093805;Step2work OÜ;kehtiv;2019-10-31;
10005122;Stockmann Aktsiaselts;kehtiv;2004-12-08;
12097499;Stopper.ee OÜ;kehtiv;2018-08-30;
12238043;StraightEight OÜ;kehtiv;2016-07-17;
16280668;StuGlaze OÜ;kehtiv;2022-09-06;
16831393;Studio Gallery OÜ;kehtiv;2026-04-21;
16272019;Studio Vesi OÜ;kehtiv;2024-04-24;
14176234;StudioIllusion OÜ;kehtiv;2017-06-21;
14119288;Stylish Events OÜ;kehtiv;2017-08-22;
12095365;SuShi StopP OÜ;kehtiv;2014-10-23;
16707316;Success Weekend OÜ;kehtiv;2023-04-03;
16221772;Sugarglow OÜ;kehtiv;2026-03-06;
16707167;Suhkrutera OÜ;kehtiv;2024-03-01;
16055167;Suitsukala Resto OÜ;kehtiv;2020-11-09;
16687619;SumeSumin OÜ;kehtiv;2023-05-29;
17238315;Suminad OÜ;kehtiv;2025-05-27;
14127326;Summercity OÜ;kehtiv;2026-02-16;
17490770;Summervibe OÜ;kehtiv;2026-05-21;
11702165;Supelsaksad OÜ;kehtiv;2009-12-14;
12670585;Supelung OÜ;kehtiv;2014-07-09;
11791269;Superservice Kaubandus OÜ;kehtiv;2010-08-25;
16588410;Supranee OÜ;kehtiv;2024-05-17;
14694443;Surf OÜ;kehtiv;2023-05-23;
12661853;Surfama OÜ;kehtiv;2016-06-01;
14098407;Surfcafe OÜ;kehtiv;2017-05-19;
11510649;Sushi Cat OÜ;kehtiv;2009-02-05;
12464992;Sushi Ekspert OÜ;kehtiv;2015-06-03;
16368825;Sushi King Tallinn OÜ;kehtiv;2022-02-27;
14249051;Sushi King Tartu OÜ;esitatud;2022-02-24;
16442912;Sushi Out OÜ;kehtiv;2022-03-04;
12229431;Sushi Set OÜ;kehtiv;2013-02-07;
12246031;Sushi Tiger OÜ;kehtiv;2012-06-25;
12022411;Sushi Time OÜ;kehtiv;2011-02-07;
11913637;Sushi Top OÜ;kehtiv;2011-09-14;
17349310;Sushi7 OÜ;kehtiv;2025-10-27;
17328420;SushiHai OÜ;kehtiv;2025-11-06;
16554315;SushiHouse OÜ;kehtiv;2026-04-14;
14627346;SushiMushi OÜ;kehtiv;2019-02-20;
12687350;Sushicity OÜ;kehtiv;2014-08-19;
14341905;Sushirestoranid OÜ;kehtiv;2017-10-08;
16067398;Suska OÜ;kehtiv;2025-04-23;
16457279;Suur Karja Haldus osaühing;kehtiv;2023-11-14;
77000772;Suure-Jaani Tervisekoda;kehtiv;2019-03-11;
14241606;Suurkivi Mahetalu OÜ;kehtiv;2024-06-06;
10211494;Suusakeskuste AS;kehtiv;2005-05-16;
10211494;Suusakeskuste AS;kehtiv;2012-03-20;
14668998;SuvePark OÜ;kehtiv;2021-06-14;
16470802;Suverannapeod OÜ;kehtiv;2024-04-16;
16992725;Suveterrass OÜ;kehtiv;2025-04-09;
16787284;Suvida Foods OÜ;kehtiv;2026-02-03;
17467831;Suzani OÜ;kehtiv;2026-04-23;
12116328;Sven's Car OÜ;kehtiv;2013-11-13;
14085939;Sveta Baar OÜ;kehtiv;2016-11-14;
11147516;Svetaleks OÜ;kehtiv;2020-08-31;
14964167;Swipe To Dates OÜ;kehtiv;2026-02-10;
16090028;SÄRG OÜ;kehtiv;2021-04-26;
14757089;SÜLEIMAN OÜ;kehtiv;2019-12-30;
14999094;Säde kohviteek OÜ;kehtiv;2020-10-01;
80281970;Särevere Mõisarahva Selts;kehtiv;2011-12-09;
14337525;Sõbra Pesa OÜ;kehtiv;2017-10-18;
12553170;Sõgesõsara OÜ;kehtiv;2020-02-28;
80230613;Sõltumatu Tantsu Ühendus;kehtiv;2014-09-22;
12588501;Sündmuste Looja OÜ;kehtiv;2014-01-16;
14911449;T19 OÜ;kehtiv;2020-05-13;
11634831;TAARKA TARÕ OÜ;kehtiv;2017-06-21;
16249121;TAIX OÜ;kehtiv;2021-10-18;
11538228;TANKLA OÜ;kehtiv;2017-03-02;
16534471;TARTUFO OÜ;kehtiv;2023-03-02;
16667964;TEKU OÜ;kehtiv;2023-03-28;
12960219;TEKvara Holding OÜ;kehtiv;2016-01-27;
11475887;TEMOR GRUPP OÜ;kehtiv;2017-05-24;
11895425;TERKILI OÜ;kehtiv;2010-04-23;
14641725;TFT GROUP OÜ;kehtiv;2022-05-24;
16968181;TG Rocca OÜ;kehtiv;2024-12-19;
16859902;TH Kork OÜ;kehtiv;2024-04-17;
10680786;THEA RAHUOJA JORRU KOHVIK-BAAR;kehtiv;2009-02-17;
16030196;TIBUBURKS OÜ;kehtiv;2021-07-30;
17079750;TIGER WOK OÜ;kehtiv;2025-01-27;
14128695;TINTLAB OÜ;kehtiv;2019-01-18;
10360691;TIRIDATES OÜ;kehtiv;2024-04-12;
16342599;TLK Projekt OÜ;kehtiv;2024-04-04;
16460703;TMburks OÜ;kehtiv;2022-03-21;
10809168;TOHI DISTILLERY OÜ;kehtiv;2018-11-21;
16156649;TOJ SUSHI OÜ;kehtiv;2024-05-21;
17101231;TOKYO TASTE OÜ;kehtiv;2024-10-30;
10242750;TONY OÜ;kehtiv;2004-12-13;
12310935;TOOLSE ARENDUS OÜ;kehtiv;2017-06-02;
11142720;TOOSIKANNU OÜ;kehtiv;2023-11-17;
14153204;TP Trade OÜ;kehtiv;2017-04-12;
12253137;TRAHTER MIMINO OÜ;kehtiv;2012-08-03;
12163397;TREWE NATURALS OÜ;kehtiv;2015-08-05;
14846597;TRIFIT OÜ;kehtiv;2024-04-23;
16054050;TRIO FOOD OÜ;kehtiv;2020-10-25;
10202992;TRIVOLI OÜ;kehtiv;2005-07-05;
10202992;TRIVOLI OÜ;kehtiv;2005-09-16;
14184370;TRUEMAN OÜ;kehtiv;2018-04-19;
80217141;TTÜ Filmiklubi;kehtiv;2022-11-04;
10268301;TULUNDUSÜHISTU EVISAT;kehtiv;2017-06-12;
12705881;TWDC OÜ;kehtiv;2018-12-19;
11253744;TXHTC OÜ;kehtiv;2006-10-13;
17107431;Tadimelweni Mogonesesi OÜ;kehtiv;2025-01-06;
14398727;TaevaniMaani Agency OÜ;kehtiv;2019-04-02;
12953030;TaevaniMaani OÜ;kehtiv;2016-01-30;
14137798;Taevapark OÜ;kehtiv;2018-10-16;
12892765;Taevaprojekt OÜ;kehtiv;2015-08-31;
12848505;Taevaskoja Paradiis OÜ;kehtiv;2017-06-21;
17379788;Tahe teenus OÜ;kehtiv;2025-12-10;
16426706;Tai Nuudel OÜ;kehtiv;2024-02-09;
17019564;Tai Stop Food OÜ;kehtiv;2024-07-31;
14503940;Taibaan On Wheels OÜ;kehtiv;2019-02-11;
14403115;Taignarull OÜ;kehtiv;2018-07-29;
16150606;Taju Resort OÜ;kehtiv;2021-02-12;
14134715;Taller OÜ;kehtiv;2020-03-04;
14162634;Tallinn Gastrobar OÜ;kehtiv;2019-11-07;
14433621;Tallinn Old Town Hotels OÜ;kehtiv;2018-03-01;
12527600;Tallinn Partner OÜ;kehtiv;2016-06-20;
12669607;Tallinn Seaport Hotel OÜ;kehtiv;2015-02-27;
11084782;TallinnHotels OÜ;kehtiv;2006-05-31;
11084782;TallinnHotels OÜ;kehtiv;2009-04-24;
11084782;TallinnHotels OÜ;kehtiv;2013-05-24;
11084782;TallinnHotels OÜ;kehtiv;2013-05-24;
75016183;Tallinna Linnamuuseum;kehtiv;2013-07-01;
12667301;Tallinna Veekeskus Vesikaru OÜ;kehtiv;2015-08-07;
80234545;Tallinna Veespordi Klubi;kehtiv;2018-07-10;
11983069;Talresto OÜ;kehtiv;2015-01-06;
16936132;TaluGurmee OÜ;kehtiv;2025-07-05;
16074971;Talujäätis OÜ;kehtiv;2021-05-09;
14787127;Talutüdruk OÜ;kehtiv;2023-07-10;
14100550;Tamberias Punitu OÜ;kehtiv;2016-12-08;
12098599;Tambsaar OÜ;kehtiv;2011-05-03;
16454565;Tamerlan Grupp OÜ;kehtiv;2022-03-06;
14049518;Tammepõllu OÜ;kehtiv;2016-11-14;
12845665;Tammesilla Tervisetalu OÜ;kehtiv;2017-05-20;
12317920;Tammevana OÜ;kehtiv;2012-08-09;
12783763;Tammiku Põld OÜ;kehtiv;2020-11-02;
12173243;Tammikutee OÜ;kehtiv;2011-11-10;
17461610;Tams Chow OÜ;kehtiv;2026-05-11;
10985592;Tamula OÜ;kehtiv;2008-02-29;
16735407;Tangid OÜ;kehtiv;2025-09-11;
12756105;Tanksemäe Saffer OÜ;kehtiv;2014-11-27;
12623210;Tanne OÜ;kehtiv;2014-05-30;
17297783;Tanni Erilised Maitsed OÜ;kehtiv;2025-08-08;
16562409;Tannide Kodukohvik OÜ;kehtiv;2022-10-19;
16475797;Taptales Inc. OÜ;kehtiv;2022-08-24;
14163645;Taqueria OÜ;kehtiv;2016-12-30;
14239420;Tarjuss OÜ;kehtiv;2017-04-19;
14318295;Tark Stuudio OÜ;kehtiv;2023-09-21;
10719471;Tarmo Luks;kehtiv;2023-03-17;
14443511;Tarsia OÜ;kehtiv;2018-11-26;
16006921;Tartu Aleksander OÜ;kehtiv;2020-11-09;
11503247;Tartu Backpackers OÜ;kehtiv;2014-11-27;
75006730;Tartu Hooldekodu;kehtiv;2010-04-13;
12172143;Tartu Seikluspark OÜ;kehtiv;2018-05-28;
14912791;Tartu Veg Machine OÜ;kehtiv;2022-06-06;
16579674;Taso Tuul OÜ;kehtiv;2024-05-03;
12836583;Tassike Teed OÜ;kehtiv;2015-06-01;
14875742;Tastegood OÜ;kehtiv;2020-09-22;
14730707;Tasty Food OÜ;kehtiv;2019-07-18;
16196206;Tasty Pizza OÜ;kehtiv;2021-05-03;
12126344;Tata Trans OÜ;kehtiv;2017-06-05;
11979085;Tatjana Lagutkina;kehtiv;2010-10-21;
11648891;Tatjana Tandašvili ateljee;kehtiv;2022-08-03;
16692891;Tatsu OÜ;kehtiv;2023-03-28;
12365971;Taurax OÜ;kehtiv;2013-06-21;
17353041;Tautsi Pizza Võru OÜ;kehtiv;2026-02-04;
16312658;Tautsi pizza OÜ;kehtiv;2022-03-29;
14679656;Teaduskohvik OÜ;kehtiv;2019-05-20;
12618202;Team Adventure OÜ;kehtiv;2014-06-20;
12485468;Teamfun OÜ;kehtiv;2026-02-16;
17168146;Teeme süüa OÜ;kehtiv;2026-02-17;
12846529;Teeninduskvaliteet OÜ;kehtiv;2016-08-17;
14929739;Teeninduspunkt Üks OÜ;kehtiv;2020-06-10;
12159869;Teepuu OÜ;kehtiv;2011-10-24;
16148058;Tehase Catering OÜ;kehtiv;2021-03-30;
16028213;Tehnikarent OÜ;kehtiv;2021-06-21;
14257335;Tehnikatiim OÜ;kehtiv;2020-08-24;
14075024;Tehnoviiking OÜ;kehtiv;2016-07-13;
10903097;Tehnovorm osaühing;kehtiv;2007-05-04;
10903097;Tehnovorm osaühing;kehtiv;2014-10-23;
16251595;Tejas OÜ;kehtiv;2021-10-29;
16734556;Telliskivi Dogs OÜ;kehtiv;2024-05-15;
16146026;Tellissein OÜ;kehtiv;2021-05-05;
80417636;Temorubersi MTÜ;kehtiv;2017-05-17;
12137431;Tempos OÜ;kehtiv;2023-03-23;
14300444;Ten Pin OÜ;kehtiv;2017-08-28;
12020999;Tennisest OÜ;kehtiv;2019-06-27;
14992057;Terasdam OÜ;kehtiv;2020-11-12;
16011490;Terav Pipar OÜ;kehtiv;2020-11-13;
12233324;Terje Vähejaus;kehtiv;2012-02-14;
17458200;Terra Hospitality OÜ;kehtiv;2026-04-23;
14394439;Terratunes OÜ;kehtiv;2025-05-23;
12305897;Terve Ilm OÜ;kehtiv;2013-03-26;
12636754;Tervise Catering OÜ;kehtiv;2015-02-12;
17240808;Thaipinas OÜ;kehtiv;2025-05-16;
14998367;The Babylon Bar OÜ;kehtiv;2020-07-07;
16216133;The Food Junkies OÜ;kehtiv;2021-07-25;
14795842;The Kurze OÜ;kehtiv;2019-09-26;
16956389;The Latin Corner OÜ;kehtiv;2026-04-10;
16471606;The Naturist OÜ;kehtiv;2023-06-12;
14905271;Think Green OÜ;kehtiv;2020-03-01;
16474734;Think King Games OÜ;kehtiv;2025-02-26;
14580975;Thunderwood OÜ;kehtiv;2021-05-26;
14759444;Thyme Out OÜ;kehtiv;2020-03-14;
11961122;Tibolon Cenotillo OÜ;kehtiv;2011-04-21;
11961122;Tibolon Cenotillo OÜ;kehtiv;2014-06-18;
16276715;Tiffe OÜ;kehtiv;2021-08-22;
11899334;Tigrox OÜ;kehtiv;2010-10-29;
11615397;Tiia Uusoja;kehtiv;2022-06-24;
17228960;Tiikri OÜ;kehtiv;2025-04-29;
14016996;Tiina Pannkook OÜ;kehtiv;2017-08-18;
14021030;Tiivad Ratastel OÜ;kehtiv;2016-05-11;
17227280;Tikkilugu OÜ;kehtiv;2025-07-03;
16183853;Tilgu Sadama Kohvik OÜ;kehtiv;2021-03-17;
12208415;Till ja Kummel OÜ;kehtiv;2012-07-10;
12824077;Timbstal Trade OÜ;kehtiv;2020-10-29;
11377143;Tindioru OÜ;kehtiv;2014-06-02;
12812803;TinyFish OÜ;kehtiv;2015-07-08;
16321628;Tiridates Grupp OÜ;kehtiv;2024-05-16;
12370021;Tkohvik OÜ;kehtiv;2012-12-18;
11469912;Toiduakadeemia OÜ;kehtiv;2014-12-20;
14103560;Toiduguru OÜ;kehtiv;2020-04-15;
14944271;Toidukeskus OÜ;kehtiv;2021-01-08;
12854500;Toidukirg OÜ;kehtiv;2021-03-29;
14852089;Toiduklubi OÜ;kehtiv;2020-02-20;
16544133;Toidukoht OÜ;kehtiv;2024-02-27;
12650424;Toidukuningad OÜ;kehtiv;2015-01-19;
12889504;Toidulaegas OÜ;kehtiv;2017-06-13;
14036935;Toidulevi OÜ;kehtiv;2016-10-26;
11881179;Toidumaania OÜ;kehtiv;2010-04-22;
11881179;Toidumaania OÜ;kehtiv;2013-06-06;
16027366;Toiduproff OÜ;kehtiv;2023-01-27;
14138127;Toidusõda OÜ;kehtiv;2016-10-27;
11906241;Toiduteema OÜ;kehtiv;2011-01-21;
11284905;Toiduteenuse OÜ;kehtiv;2006-11-02;
16444503;Toidutiim OÜ;kehtiv;2023-03-01;
14321570;Toiduvõlur OÜ;kehtiv;2020-06-14;
14732043;Toit & Vein OÜ;kehtiv;2020-02-07;
14455626;Toit Autost OÜ;kehtiv;2018-04-03;
14630041;Toit Invest OÜ;kehtiv;2019-02-11;
11971669;Toit OÜ;kehtiv;2011-10-11;
12976120;Toit ja Tuju OÜ;kehtiv;2017-06-08;
16789633;Toiteko OÜ;kehtiv;2025-07-24;
12860707;Toitla OÜ;kehtiv;2025-08-20;
11882753;Tommi Grill OÜ;kehtiv;2010-12-22;
16507712;Tompoeg OÜ;kehtiv;2022-06-02;
12605719;Tomson Toitlustus OÜ;kehtiv;2014-09-09;
14674794;Tonkotsu OÜ;kehtiv;2019-06-17;
14936277;Tony´s Pan y Vino OÜ;kehtiv;2020-07-09;
11926657;Toome Köök OÜ;kehtiv;2012-04-20;
17143488;Toome pood OÜ;kehtiv;2025-01-21;
12726038;Toomemäe OÜ;kehtiv;2017-02-07;
12745981;Toompuiestee OÜ;kehtiv;2016-11-14;
14655727;Toormoor OÜ;kehtiv;2019-05-17;
17274598;Toost OÜ;kehtiv;2025-07-11;
14074278;Top Catering OÜ;kehtiv;2016-12-04;
12804330;Topellier Bakery OÜ;kehtiv;2018-10-21;
14353083;Topliners Agency OÜ;kehtiv;2018-02-16;
