registrikood;nimi;staatus;kehtiv_alates;kehtiv_kuni
17200105;Kolme Põlvkonna Kohvik OÜ;kehtiv;2025-06-26;
16087517;Kolmsada OÜ;kehtiv;2020-11-26;
16072438;Komorebi Elva OÜ;kehtiv;2023-01-03;
14581992;Konanlelik Deblensero OÜ;kehtiv;2018-12-02;
12692247;Kondor Grupp OÜ;kehtiv;2014-09-06;
16082537;Konepro OÜ;kehtiv;2022-04-28;
12475335;Konksmoorid OÜ;kehtiv;2017-04-13;
12284020;Konsultaat OÜ;kehtiv;2012-06-14;
12650364;Konteinerkohvik OÜ;kehtiv;2016-02-05;
10333240;Konvor OÜ;kehtiv;2006-08-23;
16368305;Koogigram OÜ;kehtiv;2024-08-06;
12287165;Koogihaldjas OÜ;kehtiv;2024-05-27;
16275880;Koogikoda OÜ;kehtiv;2023-06-07;
16889429;Koogikohvik OÜ;kehtiv;2024-04-08;
14185960;Koogikratt OÜ;kehtiv;2018-06-08;
17000300;KookBistroo OÜ;kehtiv;2024-06-28;
10941471;Koopakass OÜ;kehtiv;2015-12-07;
11890758;Koorejaam OÜ;kehtiv;2010-06-03;
16615005;Kopli Catering OÜ;kehtiv;2024-11-25;
12212925;Korall OÜ;kehtiv;2024-10-14;
14872689;Korean Jubang OÜ;kehtiv;2023-03-23;
14678846;Korean kitchen OÜ;kehtiv;2019-06-17;
12594803;KoroonaClub Hola! OÜ;kehtiv;2014-03-07;
12603716;Koroter OÜ;kehtiv;2015-03-11;
17392033;KorraldusPartner OÜ;kehtiv;2026-05-12;
16068655;Korrusbuss OÜ;kehtiv;2022-04-20;
17229132;Kosmilised Maitsed OÜ;kehtiv;2025-07-18;
12063218;Kosmonautika OÜ;kehtiv;2011-07-08;
16901917;Krabi OÜ;kehtiv;2024-01-30;
12701009;Krabi klubi OÜ;kehtiv;2014-12-03;
16677226;Kramol OÜ;kehtiv;2023-04-24;
14279626;Krassi Design OÜ;kehtiv;2024-06-05;
17225594;Kratt Grupp OÜ;kehtiv;2025-06-06;
12931548;Krebbeki OÜ;kehtiv;2021-10-08;
16708698;KreekaE OÜ;kehtiv;2023-05-03;
16822721;Kreiter Group OÜ;kehtiv;2024-07-03;
14161250;Kreksu OÜ;kehtiv;2018-06-19;
12854925;Kreuks OÜ;kehtiv;2015-05-25;
12990025;Krikus OÜ;kehtiv;2024-06-18;
17103135;Kringeling OÜ;kehtiv;2025-02-06;
14027244;Kringlimaja OÜ;kehtiv;2018-05-15;
14752956;Krislisse OÜ;kehtiv;2020-09-25;
14007253;Kristinstore OÜ;kehtiv;2024-06-24;
14387669;Krivision disain OÜ;kehtiv;2018-02-04;
16830755;Krouwel OÜ;kehtiv;2023-12-14;
12711338;Krugljak Group OÜ;kehtiv;2014-09-08;
16982657;Krõbe Torusai OÜ;kehtiv;2024-11-06;
12576834;Krõbekana OÜ;kehtiv;2013-12-30;
14034617;Krõbevahvel OÜ;kehtiv;2020-07-16;
14268255;Kuivajõe Tankla OÜ;kehtiv;2018-07-19;
14213001;Kukerpuu OÜ;kehtiv;2026-04-25;
16174914;Kukin OÜ;kehtiv;2021-03-11;
16317437;Kukugalerii OÜ;kehtiv;2023-03-07;
14996233;Kukulus OÜ;kehtiv;2020-07-03;
16409429;KuldAnkur Osaühing;kehtiv;2022-04-24;
14893013;KuldneKahvel OÜ;kehtiv;2020-01-23;
12304610;Kulinaaria OÜ;kehtiv;2013-02-12;
10231427;Kullamäe Kodu Osaühing;peatatud;2014-03-10;
16789165;Kultuuritorn OÜ;kehtiv;2023-09-04;
10103126;Kungla Investeeringu Osaühing;kehtiv;2004-10-18;
10103126;Kungla Investeeringu Osaühing;kehtiv;2004-12-09;
10103126;Kungla Investeeringu Osaühing;kehtiv;2005-03-23;
10103126;Kungla Investeeringu Osaühing;kehtiv;2005-03-29;
10103126;Kungla Investeeringu Osaühing;kehtiv;2005-08-09;
10103126;Kungla Investeeringu Osaühing;kehtiv;2006-09-26;
10103126;Kungla Investeeringu Osaühing;kehtiv;2007-01-26;
10103126;Kungla Investeeringu Osaühing;kehtiv;2007-06-25;
10103126;Kungla Investeeringu Osaühing;kehtiv;2007-06-29;
10103126;Kungla Investeeringu Osaühing;kehtiv;2008-08-06;
10103126;Kungla Investeeringu Osaühing;kehtiv;2011-01-14;
10103126;Kungla Investeeringu Osaühing;kehtiv;2012-05-24;
10103126;Kungla Investeeringu Osaühing;kehtiv;2012-06-21;
10103126;Kungla Investeeringu Osaühing;kehtiv;2012-09-18;
10103126;Kungla Investeeringu Osaühing;kehtiv;2013-03-27;
10103126;Kungla Investeeringu Osaühing;kehtiv;2013-10-22;
17058073;Kuninga Catering OÜ;kehtiv;2024-10-15;
14012171;Kuningamäe Kontsert OÜ;kehtiv;2018-06-27;
14673406;Kuningate Valik OÜ;kehtiv;2019-03-04;
16635427;Kunst enne OÜ;kehtiv;2023-06-19;
12033619;Kunstigurmee OÜ;kehtiv;2012-05-25;
14700853;Kurikas OÜ;kehtiv;2019-07-09;
12367214;Kuther Service OÜ;kehtiv;2020-10-20;
16146102;Kutsu Baar Koju OÜ;kehtiv;2021-01-26;
12819337;Kuulsaal OÜ;kehtiv;2015-04-17;
16635172;Kuumpesa OÜ;kehtiv;2023-03-07;
16377528;Kuursaal OÜ;kehtiv;2022-05-02;
14361204;Kuuste Grupp OÜ;kehtiv;2018-02-25;
16126238;Kvadro group OÜ;kehtiv;2021-05-20;
16974543;KÄMP OÜ;kehtiv;2024-05-08;
16412800;Käesalu kunstikeskus OÜ;kehtiv;2024-08-08;
16850048;Käma Foods OÜ;kehtiv;2024-10-30;
14279543;Kärakapanda OÜ;kehtiv;2017-06-21;
16694938;Kärdla Resto OÜ;kehtiv;2023-06-29;
17297458;Kärrdal OÜ;kehtiv;2026-03-23;
16711424;Kässar OÜ;kehtiv;2023-07-06;
16757254;Kõmmus OÜ;kehtiv;2023-06-16;
16771461;Kõrbes OÜ;kehtiv;2025-01-24;
14025370;Kõrts OÜ;kehtiv;2019-09-28;
17339151;Kõrvemaa Keskus OÜ;kehtiv;2025-11-27;
11246431;Kõue mõis OÜ;kehtiv;2012-05-11;
17054690;Köstre Talu OÜ;kehtiv;2024-11-04;
16755485;Köögikompanii OÜ;kehtiv;2024-10-13;
17003600;Köögipesa OÜ;kehtiv;2024-08-19;
12432561;Köök Kuubis OÜ;kehtiv;2013-06-05;
12258040;Köök, Kunst ja Kohvikud OÜ;kehtiv;2013-11-14;
80032037;Külaselts Muhv;kehtiv;2021-07-19;
16691164;Küpser OÜ;kehtiv;2023-07-11;
14288588;L&K OÜ;kehtiv;2017-07-11;
11562528;L.L. Autoremont OÜ;kehtiv;2021-10-26;
12449296;LAIF ART OÜ;kehtiv;2013-05-31;
10237186;LAMALIKRIKKO OÜ;kehtiv;2005-04-06;
11644999;LAPINETA OÜ;kehtiv;2013-05-28;
12499921;LAULURESTO OÜ;kehtiv;2016-08-01;
14820310;LAURABAR OÜ;kehtiv;2019-10-07;
14695980;LAURIN EESTI OÜ;kehtiv;2019-04-30;
11270317;LAVASTUSKODA OÜ;kehtiv;2019-01-24;
14010657;LBM OÜ;kehtiv;2020-04-28;
16328435;LEBARDE OÜ;kehtiv;2021-10-26;
10135209;LEETSI OÜ;kehtiv;2005-03-28;
14105599;LEGENDS FOODS OÜ;kehtiv;2017-05-04;
11538406;LEVITEL OÜ;kehtiv;2010-09-14;
12549100;LIDO Eesti OÜ;kehtiv;2015-03-11;
12732435;LIDO Mustamäe OÜ;kehtiv;2017-01-24;
14933190;LIIGUSTE TOITLUSTUS OÜ;kehtiv;2020-05-15;
11573288;LIS Investeeringute OÜ;kehtiv;2009-06-12;
12465483;LIVIAKS OÜ;kehtiv;2013-07-15;
14071682;LL Legend OÜ;kehtiv;2020-11-20;
11682020;LML Production OÜ;kehtiv;2015-08-31;
16989898;LOUNGE BAR OÜ;kehtiv;2024-06-04;
16085659;LP Villa OÜ;kehtiv;2020-11-12;
16064746;LPMR123 OÜ;kehtiv;2020-10-07;
17215377;LSPN trade OÜ;kehtiv;2025-07-24;
11082834;LUHTRE TURISMITALU OÜ;kehtiv;2016-03-31;
14698607;LUMAESTONIA OÜ;kehtiv;2019-05-03;
16490992;LUSO OÜ;kehtiv;2022-05-11;
14101733;LUUMELK OÜ;kehtiv;2017-01-06;
14092276;LUXEVENTS OÜ;kehtiv;2023-12-14;
17060265;La Cantina OÜ;kehtiv;2024-11-29;
16981276;La Fermata OÜ;kehtiv;2024-07-01;
17375879;La Munch OÜ;kehtiv;2026-03-11;
12243966;La Muu AS;kehtiv;2021-07-29;
16011649;La Nostra Italia OÜ;kehtiv;2020-11-13;
17154434;LaMemme OÜ;kehtiv;2025-03-25;
17398662;LaNostra OÜ;kehtiv;2026-01-13;
17182904;LaSmak OÜ;kehtiv;2025-05-14;
16097332;LaSpa Group OÜ;kehtiv;2021-02-05;
14596982;Laagna Toit OÜ;kehtiv;2020-10-17;
16588308;Laagri Kohvik OÜ;kehtiv;2023-09-25;
16245689;Laagri Resto OÜ;kehtiv;2021-10-13;
14092922;Laaneserva OÜ;kehtiv;2024-05-28;
14051314;Lab Entertainment OÜ;kehtiv;2021-02-16;
12111874;Lab OÜ;kehtiv;2018-04-09;
16057249;Ladrillo OÜ;kehtiv;2020-10-09;
12779000;Lahe Köök OÜ;kehtiv;2015-01-14;
17146328;Lahe Talu Köök OÜ;kehtiv;2026-05-07;
14247000;Lahemaa Restoranid OÜ;kehtiv;2017-07-12;
16016138;Laiglefonne Brogilaire OÜ;kehtiv;2021-07-27;
14121718;Laisholm Catering OÜ;kehtiv;2017-08-22;
16907191;Laitse Loss OÜ;kehtiv;2024-04-18;
12597859;Laitse Lossi Teenrid OÜ;kehtiv;2014-04-30;
17385435;LalBabu OÜ;kehtiv;2026-02-04;
16786066;Lambaye Mboubane OÜ;kehtiv;2023-08-18;
11349125;Lande Grillikoda OÜ;kehtiv;2016-05-16;
10349815;Lanverst Osaühing;kehtiv;2005-03-07;
14981272;Lapin OÜ;kehtiv;2020-07-13;
14097322;Laps ja Pere OÜ;kehtiv;2019-07-10;
14793607;Laptops.sg Estonia OÜ;esitatud;2021-04-23;
14312571;Laretoz OÜ;kehtiv;2019-08-13;
14235445;Larissa Prokopõshina;kehtiv;2017-06-20;
16314735;Lassinaator OÜ;kehtiv;2025-05-08;
14156272;Laugu Külalistemaja OÜ;kehtiv;2017-01-05;
12764783;Laulasmaa Kohvik OÜ;kehtiv;2015-04-27;
14442902;Lauteri köök OÜ;kehtiv;2018-04-05;
16113628;Lawksawk Khwehauk OÜ;kehtiv;2020-12-10;
16868574;Lazy Bird OÜ;kehtiv;2023-12-06;
16659155;Le Corti OÜ;kehtiv;2024-03-05;
12805499;Le Vignoble OÜ;kehtiv;2015-08-17;
12779454;LePe OÜ;kehtiv;2024-06-06;
16914305;League of Gentlemen OÜ;kehtiv;2024-03-12;
12094414;Lee Restoran OÜ;kehtiv;2011-05-30;
14099152;Leemekulbi liigutajad OÜ;kehtiv;2017-03-20;
14504945;Legix Law Firm OÜ;kehtiv;2021-05-14;
16512311;Lehter ja Pojad OÜ;kehtiv;2022-06-13;
14908697;Leiburger OÜ;kehtiv;2020-05-15;
14705224;Leis OÜ;kehtiv;2020-01-13;
12466560;Leiva Kodu OÜ;kehtiv;2014-04-01;
14139747;Leivakas OÜ;kehtiv;2017-04-17;
12647600;Lekuur OÜ;kehtiv;2014-04-30;
10110505;Lembit Anderson;kehtiv;2005-05-03;
14168424;Lemtec Grupp OÜ;kehtiv;2021-06-22;
12862557;Lemtec OÜ;kehtiv;2021-09-17;
11936288;Lendav Liblikas OÜ;kehtiv;2010-09-17;
11922122;Lendav Taldrik OÜ;kehtiv;2017-04-19;
12391786;Lennusaun OÜ;kehtiv;2023-06-06;
16327157;Leno Grupp OÜ;kehtiv;2024-10-31;
14729414;Lenxhort OÜ;kehtiv;2019-08-22;
12871311;Leppik Teeb OÜ;kehtiv;2023-04-24;
16886738;Lessner OÜ;kehtiv;2024-01-22;
12831120;Levain Pagar OÜ;kehtiv;2017-02-16;
11922725;Levi Foods OÜ;kehtiv;2011-06-06;
12201367;Levika OÜ;kehtiv;2012-01-20;
12548683;Leviso Group OÜ;kehtiv;2017-04-26;
14643859;Lezzet OÜ;kehtiv;2021-01-19;
10909510;Liam Holding OÜ;kehtiv;2010-02-09;
10554610;Liana Vaino;kehtiv;2022-03-21;
14277627;Liang OÜ;kehtiv;2017-06-17;
16169921;Lifetrade OÜ;kehtiv;2021-03-28;
12640845;Ligintex OÜ;kehtiv;2015-02-26;
12607569;Lihtsad Asjad OÜ;kehtiv;2018-06-11;
75022389;Lihula Kultuurimaja;kehtiv;2007-01-04;
16138462;Liisev OÜ;kehtiv;2021-05-19;
12036078;Liisi Pärgma;kehtiv;2011-05-06;
16998650;Liisi Sambas;kehtiv;2024-07-08;
16685224;Liiva Kohvik OÜ;kehtiv;2023-03-13;
16551239;Liiva Puhkemaja OÜ;kehtiv;2024-05-10;
14129269;Liivalaia Kohvik OÜ;kehtiv;2016-12-01;
14323575;Liivimaa Põllumajandus OÜ;kehtiv;2025-04-08;
16662387;LikeFood OÜ;kehtiv;2023-02-10;
14655874;Lillakala OÜ;kehtiv;2019-02-17;
11356912;Lilywhite OÜ;kehtiv;2007-09-27;
14720726;Liman Restoran OÜ;kehtiv;2019-06-07;
17013544;Limoncello OÜ;kehtiv;2025-03-10;
14298486;Limpador OÜ;kehtiv;2019-07-11;
14576206;Lindakivi Resto OÜ;kehtiv;2019-01-09;
12034694;Linden OÜ;kehtiv;2026-05-27;
14522854;Linnaburger OÜ;kehtiv;2018-07-12;
14022896;Linnamaaler OÜ;kehtiv;2018-10-06;
17283947;Linnapiiril OÜ;kehtiv;2025-08-29;
14568827;Linnarebane OÜ;kehtiv;2018-10-24;
12594708;Linnulaul OÜ;kehtiv;2015-04-02;
16790292;Lion City House OÜ;kehtiv;2023-11-01;
16535714;Liquid Intelligence OÜ;kehtiv;2022-07-14;
14763279;LisSable Grupp OÜ;kehtiv;2019-07-24;
16126542;Literaat Restod OÜ;kehtiv;2022-03-28;
12593850;Little Japan OÜ;kehtiv;2018-05-09;
12564191;Live on Screen OÜ;kehtiv;2024-11-21;
16490213;Livekindly OÜ;kehtiv;2024-03-29;
12744148;Livelife OÜ;kehtiv;2017-03-04;
10163522;Ljudmilla Jurjeva;kehtiv;2005-04-14;
16040645;Lmbk OÜ;kehtiv;2022-10-21;
14980321;Locave OÜ;kehtiv;2020-07-23;
12363446;Logro OÜ;kehtiv;2012-12-07;
14096311;Loksa Canteen OÜ;kehtiv;2018-10-02;
11908629;Lola Green OÜ;kehtiv;2022-08-15;
16958136;Loliisu OÜ;kehtiv;2025-09-27;
12496199;Londiste OÜ;kehtiv;2016-05-30;
11902059;Loomefarm OÜ;kehtiv;2020-07-05;
14980150;Loone Villa OÜ;kehtiv;2020-07-08;
14236315;Lossi Catering OÜ;kehtiv;2017-04-18;
11289216;Loteman OÜ;kehtiv;2007-02-23;
12301043;Loud'n Live Promotions Estonia OÜ;kehtiv;2012-07-27;
12790639;Louna paike OÜ;kehtiv;2016-08-17;
14326320;Lovita OÜ;kehtiv;2017-11-14;
14658269;Lucky Loore OÜ;kehtiv;2019-09-27;
12444972;Lugemik OÜ;kehtiv;2021-09-06;
16468923;Luha Pagar OÜ;kehtiv;2026-05-10;
16384439;Luise Catering OÜ;kehtiv;2024-03-13;
12101611;Lukemer OÜ;kehtiv;2011-10-17;
16374576;Luking Pro OÜ;kehtiv;2022-03-01;
16968732;Luksway OÜ;kehtiv;2024-10-28;
12974188;Luluba Mandubulu OÜ;kehtiv;2016-05-02;
16289669;Lumiste Aiand OÜ;kehtiv;2024-05-31;
16552500;Lunakuu OÜ;kehtiv;2022-11-15;
14724581;Lunca Borcutului OÜ;kehtiv;2019-08-15;
12607813;Lunch Time & Catering OÜ;kehtiv;2014-02-17;
12686043;Lusaber OÜ;kehtiv;2014-07-17;
16820308;Lutsu Maja OÜ;kehtiv;2024-10-14;
12714207;Luxhome OÜ;kehtiv;2016-03-30;
17249844;LÖFT OÜ;kehtiv;2025-06-05;
16470400;Läbirändaja OÜ;kehtiv;2022-07-12;
77001961;Lääneranna Kultuuri- ja Noortekeskus;kehtiv;2025-09-10;
12089850;Lõunalaud OÜ;kehtiv;2011-06-13;
10919477;Lõunaranna Investeeringud OÜ;kehtiv;2009-05-25;
12603850;M Ruut OÜ;kehtiv;2014-02-18;
11930340;M&A Pubid OÜ;kehtiv;2010-07-22;
11930340;M&A Pubid OÜ;kehtiv;2011-01-17;
12646492;M&A Team OÜ;kehtiv;2017-03-13;
16435757;M.Lastik OÜ;kehtiv;2022-05-11;
14910993;M2 Haldus OÜ;kehtiv;2025-05-23;
17239509;M33 Management OÜ;kehtiv;2025-12-02;
14303566;MABRIK OÜ;kehtiv;2020-06-19;
16484037;MADKINGS OÜ;kehtiv;2023-05-22;
16493524;MADZ OÜ;kehtiv;2022-05-11;
14254371;MAIKA GOOD SOUND OÜ;kehtiv;2017-05-12;
11505890;MAJUTUS OÜ;kehtiv;2016-05-04;
14259463;MALHEM SERVICE OÜ;kehtiv;2017-06-13;
14010284;MAMS MANAGEMENT OÜ;kehtiv;2016-08-09;
12181219;MAN Group OÜ;kehtiv;2011-11-16;
14960962;MARVE OÜ;kehtiv;2021-06-21;
16576050;MARVEL STUDIO OÜ;kehtiv;2025-09-24;
12228435;MDS Impex OÜ;kehtiv;2012-12-27;
16897363;MDS Starter OÜ;kehtiv;2024-01-15;
14095984;MEAT AND CHEESE OÜ;kehtiv;2017-04-19;
16926490;MELINDA OÜ;kehtiv;2024-05-28;
14980166;MELTER OÜ;kehtiv;2021-06-01;
12878771;MER restaurants OÜ;kehtiv;2015-07-17;
12984409;MERKATUS GRUPP OÜ;kehtiv;2016-05-24;
14125641;MESIMOKA OÜ;kehtiv;2016-10-13;
11945583;METROBAR OÜ;kehtiv;2010-06-21;
10535624;METSAVENNA TALU;kehtiv;2010-06-22;
16098099;MG Trading OÜ;kehtiv;2020-11-30;
12028088;MILIISI OÜ;kehtiv;2012-10-01;
14342425;MINLORA OÜ;kehtiv;2017-10-31;
16331383;MJclub OÜ;kehtiv;2021-10-06;
16779439;MK Elamused OÜ;kehtiv;2026-05-06;
11512275;MM AG OÜ;kehtiv;2017-08-28;
14299994;MM Catering OÜ;kehtiv;2019-07-16;
16931522;MMF Haldus OÜ;kehtiv;2024-07-23;
14398590;MMaetKamoriz OÜ;kehtiv;2018-02-01;
16943778;MNS81 Holding OÜ;kehtiv;2024-04-15;
14459593;MO TOITLUSTUS OÜ;kehtiv;2018-04-25;
16225741;MOB Entertainment OÜ;kehtiv;2023-02-10;
11406403;MODUREN GRUPP OÜ;kehtiv;2007-12-19;
80165710;MOTOKLUBI WILDHOGS MC;kehtiv;2017-08-01;
16216914;MOUTHFEEL OÜ;kehtiv;2021-06-10;
16820521;MR Event Service OÜ;kehtiv;2023-09-21;
11660656;MR GRILL OÜ;kehtiv;2011-03-17;
14735633;MRZOOG FOOD OÜ;kehtiv;2019-06-12;
16538894;MRZOOG TRADING OÜ;kehtiv;2025-01-22;
12142298;MS AGENCY OÜ;kehtiv;2019-05-15;
80628729;MTÜ AN12;kehtiv;2024-06-23;
80317745;MTÜ Abruka Rannaniit;kehtiv;2013-06-14;
80592658;MTÜ Aktiivne Põltsamaa;kehtiv;2022-05-25;
80368107;MTÜ Alle-Saija Teatritalu;kehtiv;2017-12-02;
80574488;MTÜ Drink & Draw;kehtiv;2025-11-27;
80349981;MTÜ Fortissimo;kehtiv;2024-07-24;
80558791;MTÜ KAI Kunstikeskus;kehtiv;2026-02-21;
80393290;MTÜ Kangas ja Puu;kehtiv;2021-06-01;
80583398;MTÜ Lilli Loovusklubi;kehtiv;2021-04-29;
80382990;MTÜ Loomelava;kehtiv;2017-05-26;
80397069;MTÜ Loomeruum;kehtiv;2019-09-12;
80669183;MTÜ Meelehea;kehtiv;2026-04-12;
80613343;MTÜ MetsaMecca;kehtiv;2022-11-04;
80577202;MTÜ NOORED MAALE;kehtiv;2022-08-11;
80615069;MTÜ Naised Paadis;kehtiv;2023-05-09;
80648117;MTÜ PUNKT Theater;kehtiv;2026-01-22;
80565957;MTÜ Paranduskelder;kehtiv;2023-03-31;
80329300;MTÜ Peipsimaa Kogukonnaköök;kehtiv;2012-01-17;
80363751;MTÜ Prill ja Põll;kehtiv;2013-11-26;
80632106;MTÜ Punktuur;kehtiv;2024-01-30;
80361143;MTÜ Risti Huvi;kehtiv;2023-06-07;
80388277;MTÜ Roheliselt Värske Elu;kehtiv;2017-08-08;
80290963;MTÜ Salvador;kehtiv;2019-05-23;
80383156;MTÜ Taikse Külaselts;kehtiv;2020-08-04;
80414891;MTÜ Tsoon;kehtiv;2021-06-27;
80554942;MTÜ Tudengiklubi;kehtiv;2020-03-08;
80309289;MTÜ Viljandi Lennukitehas;kehtiv;2014-09-25;
16115231;MULTIREST Osaühing;kehtiv;2022-05-24;
16771633;MUST MOLBERT OÜ;kehtiv;2023-08-23;
12825125;MVRent OÜ;kehtiv;2020-09-12;
14056932;MX Crafts OÜ;kehtiv;2018-05-24;
16229348;Maa gurmee OÜ;kehtiv;2023-07-12;
12822782;Maa&Meri OÜ;kehtiv;2015-06-10;
16541985;MaaM Trade OÜ;kehtiv;2022-07-26;
16288517;Maagi OÜ;kehtiv;2021-11-02;
11373744;Maailma Toit OÜ;kehtiv;2018-05-31;
16164904;Maalritsehh OÜ;kehtiv;2021-06-05;
12175555;Maamaitse OÜ;kehtiv;2014-10-23;
11421779;Maarohi OÜ;kehtiv;2016-10-03;
16955238;Maasikad Tordil OÜ;kehtiv;2024-08-20;
17143071;Mad Grouse OÜ;kehtiv;2025-07-21;
14990779;Made in Vachina Events OÜ;kehtiv;2020-06-30;
14681080;Made in Vachina OÜ;kehtiv;2019-09-13;
14114753;Maecenas OÜ;kehtiv;2017-12-06;
16020370;Magera Catering OÜ;kehtiv;2020-09-15;
16485382;Magnum MC Grupp OÜ;kehtiv;2022-04-26;
12791478;Magus OÜ;kehtiv;2015-05-15;
12161731;Magus Rosie OÜ;kehtiv;2011-10-27;
17418353;Magusakamber OÜ;kehtiv;2026-05-20;
14913046;Magussoolane OÜ;kehtiv;2023-04-20;
11865246;Maharaja Catering OÜ;kehtiv;2010-02-22;
11865246;Maharaja Catering OÜ;kehtiv;2010-02-22;
17189734;Mahe Kohvik OÜ;kehtiv;2025-05-27;
11965172;Mahe Pagar OÜ;kehtiv;2013-12-04;
11909951;MaheMaa OÜ;kehtiv;2010-06-29;
11145380;Mahedam OÜ;kehtiv;2023-05-04;
12648172;Maheleib OÜ;kehtiv;2014-12-03;
12672118;MahtraAuto OÜ;kehtiv;2019-02-08;
17082427;Mai Kiosk OÜ;kehtiv;2024-12-27;
14961884;Maidubi Zumburum OÜ;kehtiv;2020-07-21;
11609164;Mairi Notton;kehtiv;2009-04-24;
12666282;Mairi Pakkas;kehtiv;2022-07-18;
12863663;Maitseained OÜ;kehtiv;2015-09-07;
16925483;Maitseladu OÜ;kehtiv;2026-05-11;
12337911;Maitsemaa OÜ;kehtiv;2015-08-18;
16759796;Maitsetuli OÜ;kehtiv;2023-11-21;
14697080;Maitsev Suutäis OÜ;kehtiv;2019-04-17;
17130356;Maitsevõlu OÜ;kehtiv;2025-06-09;
17159393;MalMarAsia OÜ;kehtiv;2026-01-16;
14628676;Malgari OÜ;kehtiv;2019-05-23;
14995676;Malina Motors OÜ;kehtiv;2023-02-27;
14103330;Malmeks OÜ;kehtiv;2026-03-07;
17445671;Malmipann OÜ;kehtiv;2026-03-16;
16921771;Malusa Food&Wine OÜ;kehtiv;2024-08-14;
12768924;Malvar OÜ;kehtiv;2015-03-29;
10907853;Mamta Catering OÜ;kehtiv;2008-10-31;
11091394;Management OÜ;kehtiv;2014-05-16;
12372310;Manakamana OÜ;kehtiv;2012-12-06;
17124143;Mandel OÜ;kehtiv;2024-12-08;
14536715;ManiPedi OÜ;kehtiv;2018-10-22;
11900600;Manjana OÜ;kehtiv;2013-12-19;
12983806;Mantel ja Korsten OÜ;kehtiv;2017-05-09;
11695420;Manu Catering OÜ;kehtiv;2022-03-17;
14203882;Mapungane Gandaganga OÜ;kehtiv;2021-01-03;
14491585;MarLe OÜ;kehtiv;2018-06-12;
16070623;Marani OÜ;kehtiv;2020-10-27;
16912789;Mare Blu OÜ;kehtiv;2024-09-04;
16869332;Marea Restoran OÜ;kehtiv;2023-11-30;
14607042;Mareia OÜ;kehtiv;2019-02-04;
16486005;Margeköök OÜ;kehtiv;2022-04-26;
10987757;Margherita Pizzeria OÜ;kehtiv;2019-11-26;
14992614;Margot Cafe OÜ;kehtiv;2021-11-25;
12824723;Margot OÜ;kehtiv;2015-06-19;
16001326;Margus Hinrikus;kehtiv;2022-06-18;
14850819;Margus Murulauk;kehtiv;2023-01-11;
12451156;Margus Pikhoff;kehtiv;2022-04-06;
14125587;Marguse Vara OÜ;kehtiv;2020-12-02;
16481160;Mari Kokteilid OÜ;kehtiv;2022-05-13;
14856420;Mari e Monti OÜ;kehtiv;2019-12-11;
16017824;Marie Spa OÜ;kehtiv;2021-03-21;
14446343;Marienhof OÜ;kehtiv;2020-06-21;
14271949;Mariia Lihaäri OÜ;kehtiv;2017-06-05;
12012592;Mariland OÜ;kehtiv;2010-11-08;
16859003;Marinte OÜ;kehtiv;2025-08-03;
10779154;Marja Maailm OÜ;kehtiv;2014-04-30;
12841147;"Marje Kangro ""Vahtrasalu kohvik""";kehtiv;2015-06-16;
16865073;Marjoram OÜ;kehtiv;2025-08-05;
16533844;Markdani OÜ;kehtiv;2022-12-02;
11313742;Market Place OÜ;kehtiv;2014-06-03;
12399958;Markofka OÜ;kehtiv;2014-06-03;
14486118;Marmerol OÜ;kehtiv;2022-07-12;
16219120;Marnas OÜ;kehtiv;2023-06-13;
12857065;Marok'Est OÜ;kehtiv;2022-05-10;
16000083;Martens Kitchen OÜ;kehtiv;2021-03-05;
14389740;Martial Holding OÜ;kehtiv;2018-06-19;
16286375;Martin Toidud OÜ;kehtiv;2023-05-04;
14048849;Masfood OÜ;kehtiv;2020-09-24;
14868736;Masina 20 Kohvimaja OÜ;kehtiv;2020-09-29;
14043355;Masirk OÜ;kehtiv;2016-05-16;
12632099;Masker OÜ;kehtiv;2014-06-04;
16273467;Massu Meierei OÜ;kehtiv;2021-07-30;
16434410;Master Chef OÜ;kehtiv;2023-08-09;
12682200;Master invest OÜ;kehtiv;2014-07-20;
11015281;Mastercatering OÜ;kehtiv;2010-06-21;
10929607;Matmar Toitlustuse OÜ;kehtiv;2005-04-15;
14896945;Matmarkar OÜ;kehtiv;2021-06-14;
16753173;Matsiaru OÜ;kehtiv;2024-05-28;
11713223;Maverito Managment OÜ;kehtiv;2010-02-09;
14193764;Mavik Restod OÜ;kehtiv;2017-01-31;
12961147;MaxWhite OÜ;kehtiv;2018-12-07;
16697150;Mazagan OÜ;kehtiv;2026-04-19;
12169885;Meat Market OÜ;kehtiv;2011-12-16;
12986399;Meat OÜ;kehtiv;2016-11-24;
17412862;Meathub OÜ;kehtiv;2026-03-02;
16969542;Medusa Holding OÜ;kehtiv;2024-04-25;
17251433;Meduseld OÜ;kehtiv;2025-05-29;
12020640;Meelelahutus teenused OÜ;kehtiv;2011-05-03;
16710548;Meeli OÜ;kehtiv;2023-06-26;
16218741;Meeltemaitsed OÜ;kehtiv;2021-05-11;
12267808;Meenele OÜ;kehtiv;2012-06-27;
16569707;Mega Grill Events OÜ;kehtiv;2023-02-15;
14703596;Mega hea OÜ;kehtiv;2019-07-14;
11517485;MegaPower OÜ;kehtiv;2009-12-01;
16239890;Megafriikas OÜ;kehtiv;2021-07-04;
