"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtiv";"Tegevusala";"Tegevuskoha aadress"
"KTO023210";"Kohvik Ambrosia OÜ";"14951822";"16.06.2020";"Jah";"Toitlustamine";"Nuutri tn 13-22, Kärdla linn, Hiiumaa vald, Hiiu maakond, 92414"
"";"";"";"";"";"";"Sadama tn 4, Kärdla linn, Hiiumaa vald, Hiiu maakond"
"KTO023176";"Anu Ampsud OÜ";"14980444";"29.05.2020";"Jah";"Toitlustamine";"Tõnuri, Nõrava küla, Kose vald, Harju maakond, 75116"
"KTO023082";"OÜ Ihamaru Kõrts";"14678065";"10.02.2020";"Jah";"Toitlustamine";"Kaupluse, Ihamaru küla, Kanepi vald, Põlva maakond"
"";"";"";"";"";"";"Vallikraavi tn 6, Tartu linn, Tartu linn, Tartu maakond, 51003"
"KTO023034";"Best4U Baarid OÜ";"14868541";"01.01.2020";"Jah";"Toitlustamine";"Mustamäe tee 43, Kristiine linnaosa, Tallinn, Harju maakond, 10619"
"";"";"";"";"";"";"Mustakivi tee 17, Lasnamäe linnaosa, Tallinn, Harju maakond, 13912"
"";"";"";"";"";"";"Suur-Jõe tn 77, Pärnu linn, Pärnu linn, Pärnu maakond, 80010"
"KTO022950";"Lucky Loore OÜ";"14658269";"27.09.2019";"Jah";"Toitlustamine";"Küüni tn 7, Tartu linn, Tartu linn, Tartu maakond, 51004"
"KTO022929";"Aasia Restoran OÜ";"14793961";"03.09.2019";"Jah";"Toitlustamine";"Kooli tn 6, Võru linn, Võru maakond, 65606"
"";"";"";"";"";"";"Seminari tn 3, Võru linn, Võru maakond, 65608"
"KTO022784";"AHT22 Residence OÜ";"14621131";"24.05.2019";"Jah";"Toitlustamine";"A. H. Tammsaare pst 22, Pärnu linn, Pärnu linn, Pärnu maakond, 80015"
"KTO022652";"SushiMushi OÜ";"14627346";"20.02.2019";"Jah";"Toitlustamine";"Tallinna mnt 25-1, Rapla linn, Rapla vald, Rapla maakond, 79513"
"";"";"";"";"";"";"Keskväljak 8, Paide linn, Paide linn, Järva maakond, 72713"
"";"";"";"";"";"";"Keskväljak 10, Keila linn, Harju maakond"
"KTO022589";"Gaiani OÜ";"14607591";"12.12.2018";"Jah";"Toitlustamine";"Raekoja plats 8, Kesklinna linnaosa, Tallinn, Harju maakond"
"KTO022583";"PlusService OÜ";"12740570";"06.12.2018";"Jah";"Toitlustamine";"Terase tn 16, Kesklinna linnaosa, Tallinn, Harju maakond, 10111"
"KTO022535";"OÜ Vaga Mama";"12567507";"22.10.2018";"Jah";"Toitlustamine";"Lossi tn 5a, Põltsamaa linn, Põltsamaa vald, Jõgeva maakond"
"";"";"";"";"";"";"Uus tn 2, Keila linn, Harju maakond"
"";"";"";"";"";"";"Tartu tn 14, Viljandi linn, Viljandi maakond, 71004"
"";"";"";"";"";"";"Posti tn 5, Haapsalu linn, Haapsalu linn, Lääne maakond, 90502"
"";"";"";"";"";"";"Haljala tee 4, Tõrremäe küla, Rakvere vald, Lääne-Viru maakond, 44415"
"";"";"";"";"";"";"Tallinna mnt 15a, Rapla linn, Rapla vald, Rapla maakond, 79513"
"";"";"";"";"";"";"Raekoja plats 12, Tartu linn, Tartu linn, Tartu maakond, 51004"
"";"";"";"";"";"";"Viljandi tn 1, Türi linn, Türi vald, Järva maakond, 72210"
"";"";"";"";"";"";"Rae tn 17, Paldiski linn, Lääne-Harju vald, Harju maakond, 76806"
"";"";"";"";"";"";"J. Kuperjanovi tn 1, Valga linn, Valga vald, Valga maakond, 68207"
"KTO022475";"Barbarbar OÜ";"14492389";"23.08.2018";"Jah";"Toitlustamine";"Müürivahe tn 36, Kesklinna linnaosa, Tallinn, Harju maakond, 10148"
"KTO022472";"Samliku Pekker OÜ";"12792696";"15.08.2018";"Jah";"Toitlustamine";"Kaare tn 25, Türi linn, Türi vald, Järva maakond, 72213"
"KTO022389";"OÜ Wise Bros";"14228706";"26.06.2018";"Jah";"Toitlustamine";"Pärnu mnt 80, Kesklinna linnaosa, Tallinn, Harju maakond, 10131"
"KTO022331";"sihtasutus Kihnu Kultuuriruum";"90004639";"30.05.2018";"Jah";"Toitlustamine";"Metsamaa, Rootsiküla, Kihnu vald, Pärnu maakond, 88001"
"";"";"";"";"";"";"Metsamaa, Rootsiküla, Kihnu vald, Pärnu maakond, 88001"
"KTO022325";"OÜ Suhkur";"14422420";"30.05.2018";"Jah";"Toitlustamine";"Aru, Kangru küla, Põhja-Pärnumaa vald, Pärnu maakond, 87216"
"";"";"";"";"";"";"Pärnu mnt 41, Pärnu-Jaagupi alev, Põhja-Pärnumaa vald, Pärnu maakond, 87201"
"KTO022294";"PanCake OÜ";"14186403";"18.05.2018";"Jah";"Toitlustamine";"Tondi tn 17, Kesklinna linnaosa, Tallinn, Harju maakond, 11316"
"";"";"";"";"";"";"Vene tn 6, Kesklinna linnaosa, Tallinn, Harju maakond, 11317"
"";"";"";"";"";"";"Akadeemia tee 21/1, Mustamäe linnaosa, Tallinn, Harju maakond, 12618"
"KTO022290";"Coniare Saffiro OÜ";"12752308";"17.05.2018";"Jah";"Toitlustamine";"Peoleo tn 5-1, Sauga alevik, Tori vald, Pärnu maakond, 85008"
"KTO022236";"Otepää Kultuurikeskused";"77000683";"12.04.2018";"Jah";"Toitlustamine";"Virulombi tn 2, Otepää linn, Otepää vald, Valga maakond, 67404"
"KTO022183";"Sihtasutus Saaremaa Muuseum";"90013957";"19.02.2018";"Jah";"Toitlustamine";"Lossihoov 1, Kuressaare linn, Saaremaa vald, Saare maakond"
"KTO022054";"Sõbra Pesa OÜ";"14337525";"18.10.2017";"Jah";"Toitlustamine";"Võru tn 55f, Tartu linn, Tartu linn, Tartu maakond, 50111"
"";"";"";"";"";"";"Vudila, Kaiavere küla, Tartu vald, Tartu maakond"
"KTO021991";"Barbatus Osaühing";"11530770";"23.08.2017";"Jah";"Toitlustamine";"12132 Emmaste-Tohvri tee, Pärna küla, Hiiumaa vald, Hiiu maakond, 92017"
"KTO021959";"OÜ Catering Team";"14283438";"08.08.2017";"Jah";"Toitlustamine";"Staadioni tn 67-1, Tartu linn, Tartu linn, Tartu maakond, 51106"
"KTO021895";"TAARKA TARÕ OÜ";"11634831";"21.06.2017";"Jah";"Toitlustamine";"Seto Seltsimaja, Obinitsa küla, Setomaa vald, Võru maakond, 65301"
"";"";"";"";"";"";"Seto Seltsimaja, Obinitsa küla, Setomaa vald, Võru maakond, 65301"
"KTO021866";"OÜ ASPIC";"10912593";"12.06.2017";"Jah";"Toitlustamine";"Katariina allee 6b, Võru linn, Võru maakond"
"KTO021656";"OÜ Gemüüse";"14216347";"09.03.2017";"Jah";"Toitlustamine";"Allika tn 12, Värska alevik, Setomaa vald, Võru maakond, 64001"
"KTO021583";"Laugu Külalistemaja OÜ";"14156272";"05.01.2017";"Jah";"Toitlustamine";"Laugu, Sõitme küla, Kuusalu vald, Harju maakond, 74623"
"KTO021489";"MESIMOKA OÜ";"14125641";"13.10.2016";"Jah";"Toitlustamine";"Posti tn 23, Haapsalu linn, Haapsalu linn, Lääne maakond, 90502"
"";"";"";"";"";"";"Posti tn 23, Haapsalu linn, Haapsalu linn, Lääne maakond"
"KTO021488";"Asian Food OÜ";"12721472";"11.10.2016";"Jah";"Toitlustamine";"Endla tn 45, Kristiine linnaosa, Tallinn, Harju maakond"
"KTO021431";"OÜ MERITUULI";"10482023";"26.08.2016";"Jah";"Toitlustamine";"Pikk tn 21, Kose alevik, Kose vald, Harju maakond, 75101"
"KTO021396";"Roosa Panter OÜ";"14087660";"03.08.2016";"Jah";"Toitlustamine";"Vana-Viru tn 14, Kesklinna linnaosa, Tallinn, Harju maakond, 10114"
"KTO021332";"Heamaitse OÜ";"12974428";"04.07.2016";"Jah";"Toitlustamine";"Sauna tn 1, Tapa linn, Tapa vald, Lääne-Viru maakond, 45109"
"KTO021176";"VIIKSUR OÜ";"11979441";"07.05.2016";"Jah";"Toitlustamine";"Supeluse tn 2a, Pärnu linn, Pärnu linn, Pärnu maakond, 80012"
"";"";"";"";"";"";"Uulu kirik, Uulu küla, Häädemeeste vald, Pärnu maakond, 86502"
"KTO021113";"Kodu Rand OÜ";"12960521";"06.04.2016";"Jah";"Toitlustamine";"Saarjärve, Viira küla, Räpina vald, Põlva maakond, 76430"
"";"";"";"";"";"";"Saarjärve, Viira küla, Räpina vald, Põlva maakond, 76430"
"KTO021051";"Osaühing Mare Catering";"11310376";"22.02.2016";"Jah";"Toitlustamine";"Lootsi tn 13, Kesklinna linnaosa, Tallinn, Harju maakond, 10111"
"";"";"";"";"";"";"Lootsi tn 13, Kesklinna linnaosa, Tallinn, Harju maakond, 10111"
"KTO021014";"Coffe Caroline OÜ";"11110890";"18.01.2016";"Jah";"Toitlustamine";"Madise, Neanurme küla, Põltsamaa vald, Jõgeva maakond, 14177"
"KTO020925";"Skeletor OÜ";"12912551";"30.09.2015";"Jah";"Toitlustamine";"Tööstuse tn 13, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10413"
"";"";"";"";"";"";"Volta tn 32-13, Põhja-Tallinna linnaosa, Tallinn, Harju maakond"
"KTO020826";"MER restaurants OÜ";"12878771";"17.07.2015";"Jah";"Toitlustamine";"Kullassepa tn 13, Kesklinna linnaosa, Tallinn, Harju maakond, 10146"
"KTO020618";"OÜ Põhjala Retail";"12717499";"15.04.2015";"Jah";"Toitlustamine";"Peetri tn 5, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10415"
"";"";"";"";"";"";"Telliskivi tn 60a/5, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10412"
"";"";"";"";"";"";"Kopli tn 70a, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10412"
"KTO020588";"Malvar OÜ";"12768924";"29.03.2015";"Jah";"Toitlustamine";"21117 Kärla-Karujärve tee, Paiküla, Saaremaa vald, Saare maakond, 93501"
"";"";"";"";"";"";"Kallavere tee 41a, Maardu linn, Harju maakond, 74117"
"";"";"";"";"";"";"Vana-Narva mnt 18, Maardu linn, Harju maakond"
"KTO020559";"Gurmee Sushi OÜ";"12788275";"04.03.2015";"Jah";"Toitlustamine";"A. H. Tammsaare tee 116, Mustamäe linnaosa, Tallinn, Harju maakond"
"KTO020543";"Merike Kesküla Heltermaa baar";"12798144";"19.02.2015";"Jah";"Toitlustamine";"Heltermaa sadam, Heltermaa küla, Hiiumaa vald, Hiiu maakond, 92312"
"KTO020535";"Tervise Catering OÜ";"12636754";"12.02.2015";"Jah";"Toitlustamine";"Peterburi tee 66, Lasnamäe linnaosa, Tallinn, Harju maakond, 11415"
"KTO020429";"OÜ Pööbel";"12721779";"17.11.2014";"Jah";"Toitlustamine";"Telliskivi tn 60/4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10412"
"KTO020424";"Kassikohvik OÜ";"12664136";"14.11.2014";"Jah";"Toitlustamine";"Tartu mnt 24, Kesklinna linnaosa, Tallinn, Harju maakond, 10115"
"KTO020289";"OÜ McKenzie Invest";"10951185";"18.08.2014";"Jah";"Toitlustamine";"Lääneringtee 39, Tartu linn, Tartu linn, Tartu maakond, 50501"
"";"";"";"";"";"";"Mustakivi tee 13, Lasnamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Aida tn 7, Pärnu linn, Pärnu linn, Pärnu maakond"
"";"";"";"";"";"";"Papiniidu tn 8, Pärnu linn, Pärnu linn, Pärnu maakond"
"";"";"";"";"";"";"Tuulemaa tn 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"A. H. Tammsaare tee 104a, Mustamäe linnaosa, Tallinn, Harju maakond, 12918"
"";"";"";"";"";"";"Riia tn 2, Tartu linn, Tartu linn, Tartu maakond, 51013"
"";"";"";"";"";"";"Ringtee tn 75, Tartu linn, Tartu linn, Tartu maakond"
"";"";"";"";"";"";"Sõpruse tee 15, Haabneeme alevik, Viimsi vald, Harju maakond"
"";"";"";"";"";"";"Kalda tee 1c, Tartu linn, Tartu linn, Tartu maakond, 50703"
"";"";"";"";"";"";"Kalda tee 1c, Tartu linn, Tartu linn, Tartu maakond, 50703"
"";"";"";"";"";"";"Haabersti tn 1, Haabersti linnaosa, Tallinn, Harju maakond, 13516"
"";"";"";"";"";"";"Pärnu mnt 238, Nõmme linnaosa, Tallinn, Harju maakond, 11624"
"";"";"";"";"";"";"Pärnu mnt 556a, Laagri alevik, Saue vald, Harju maakond, 76401"
"";"";"";"";"";"";"Sõpruse pst 201, Mustamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Ahju tn 9, Kesklinna linnaosa, Tallinn, Harju maakond, 10151"
"";"";"";"";"";"";"Paldiski mnt 102, Haabersti linnaosa, Tallinn, Harju maakond, 13522"
"";"";"";"";"";"";"Suur-Sõjamäe tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond, 11415"
"";"";"";"";"";"";"Suur-Sõjamäe tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond, 11415"
"";"";"";"";"";"";"Keemikute tn 43, Maardu linn, Harju maakond, 74111"
"";"";"";"";"";"";"Roo tee 1, Harkujärve küla, Harku vald, Harju maakond, 76912"
"KTO020271";"GLAK OÜ";"12505604";"12.08.2014";"Jah";"Toitlustamine";"Punane tn 17a, Lasnamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Kopli tn 69a, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10314"
"";"";"";"";"";"";"Viru pst 35, Sillamäe linn, Ida-Viru maakond, 40233"
"";"";"";"";"";"";"Nurga tn 5, Maardu linn, Harju maakond, 74113"
"";"";"";"";"";"";"Kopli tn 4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10412"
"";"";"";"";"";"";"Laagna tee 80, Lasnamäe linnaosa, Tallinn, Harju maakond, 13619"
"";"";"";"";"";"";"Keskallee 7, Järve linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 30322"
"";"";"";"";"";"";"Võidu prospekt 1, Narva linn, Ida-Viru maakond, 21008"
"";"";"";"";"";"";"Maleva tn 25a, Ahtme linnaosa, Kohtla-Järve linn, Ida-Viru maakond, 31021"
"";"";"";"";"";"";"P. Pinna tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond, 13615"
"";"";"";"";"";"";"Õismäe tee 107a, Haabersti linnaosa, Tallinn, Harju maakond, 13515"
"";"";"";"";"";"";"Pae tn 80, Lasnamäe linnaosa, Tallinn, Harju maakond, 13620"
"";"";"";"";"";"";"Rännaku pst 9a, Nõmme linnaosa, Tallinn, Harju maakond, 10917"
"";"";"";"";"";"";"Mustamäe tee 116, Mustamäe linnaosa, Tallinn, Harju maakond, 12911"
"";"";"";"";"";"";"Vikerlase tn 23, Lasnamäe linnaosa, Tallinn, Harju maakond, 13616"
"";"";"";"";"";"";"Kopli tn 27, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10412"
"";"";"";"";"";"";"Akadeemia tee 24, Mustamäe linnaosa, Tallinn, Harju maakond, 12611"
"";"";"";"";"";"";"Viru pst 6, Sillamäe linn, Ida-Viru maakond, 40232"
"";"";"";"";"";"";"Energia tn 1, Kristiine linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Sõpruse pst 225, Mustamäe linnaosa, Tallinn, Harju maakond, 13414"
"";"";"";"";"";"";"Uus-Maleva tn 2, Põhja-Tallinna linnaosa, Tallinn, Harju maakond"
"KTO020146";"AS Terminal";"10171518";"11.07.2014";"Jah";"Toitlustamine";"Kauba tee 4, Tõrvandi alevik, Kambja vald, Tartu maakond, 61715"
"";"";"";"";"";"";"Nõlvakaare tn 2, Tila küla, Tartu vald, Tartu maakond, 60532"
"";"";"";"";"";"";"Bensiinijaama, Lehmja küla, Rae vald, Harju maakond"
"";"";"";"";"";"";"Osmussaare tn 15, Lasnamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Turu tn 2, Tartu linn, Tartu linn, Tartu maakond"
"";"";"";"";"";"";"Puru tee 5b, Jõhvi linn, Jõhvi vald, Ida-Viru maakond, 41534"
"";"";"";"";"";"";"Tartu terminal, Kärkna küla, Tartu vald, Tartu maakond, 60513"
"";"";"";"";"";"";"Peetri, Nurme küla, Tori vald, Pärnu maakond, 85004"
"KTO019003";"Sorka OÜ";"12555186";"27.11.2013";"Jah";"Toitlustamine";"Haabersti tn 3, Haabersti linnaosa, Tallinn, Harju maakond"
"KTO018809";"JAHH Catering OÜ";"12469378";"16.09.2013";"Jah";"Toitlustamine";"Salme tn 12, Põhja-Tallinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Nunne tn 4, Kesklinna linnaosa, Tallinn, Harju maakond, 10133"
"";"";"";"";"";"";"Lossi plats 1a, Kesklinna linnaosa, Tallinn, Harju maakond, 15165"
"";"";"";"";"";"";"Sakala tn 3, Kesklinna linnaosa, Tallinn, Harju maakond, 10141"
"KTO018286";"NovaBeta OÜ";"11620711";"10.07.2013";"Jah";"Toitlustamine";"Moto, Lilbi küla, Saaremaa vald, Saare maakond, 93853"
"KTO018198";"Tuisuliiva OÜ";"10658963";"03.07.2013";"Jah";"Toitlustamine";"Jaagupi kauplus, Jaagupi küla, Häädemeeste vald, Pärnu maakond, 86003"
"";"";"";"";"";"";"Tuisupealse, Kabli küla, Häädemeeste vald, Pärnu maakond, 86002"
"KTO017897";"MTÜ Abruka Rannaniit";"80317745";"14.06.2013";"Jah";"Toitlustamine";"Sadama, Abruka küla, Saaremaa vald, Saare maakond, 93826"
"KTO017675";"LAPINETA OÜ";"11644999";"28.05.2013";"Jah";"Toitlustamine";"Kalaranna tn 8/10-32, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10415"
"";"";"";"";"";"";"Kalaranna tn 8/9-30, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10415"
"KTO017631";"Kohvikann OÜ";"12256934";"20.05.2013";"Jah";"Toitlustamine";"Karja tn 10, Haapsalu linn, Haapsalu linn, Lääne maakond"
"KTO017368";"osaühing Raiesmaa";"10967453";"14.03.2013";"Jah";"Toitlustamine";"Kase tee 1, Penu küla, Häädemeeste vald, Pärnu maakond, 86014"
"KTO017335";"Miska OÜ";"11893797";"28.02.2013";"Jah";"Toitlustamine";"Kalma tn 9, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10411"
"KTO017235";"OÜ Valencia Grupp";"11977949";"27.12.2012";"Jah";"Toitlustamine";"Mustamäe tee 5, Kristiine linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"K. Kärberi tn 20, Lasnamäe linnaosa, Tallinn, Harju maakond, 13819"
"KTO017078";"MySushi OÜ";"12278143";"23.10.2012";"Jah";"Toitlustamine";"Haabersti tn 1, Haabersti linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Liivalaia tn 53, Kesklinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"A. H. Tammsaare tee 104a, Mustamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Pärnu mnt 238, Nõmme linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Pärnu mnt 554, Nõmme linnaosa, Tallinn, Harju maakond, 10916"
"";"";"";"";"";"";"Randvere tee 9, Haabneeme alevik, Viimsi vald, Harju maakond, 74001"
"";"";"";"";"";"";"Endla tn 45, Kristiine linnaosa, Tallinn, Harju maakond, 10615"
"";"";"";"";"";"";"Paldiski mnt 102, Haabersti linnaosa, Tallinn, Harju maakond, 13522"
"";"";"";"";"";"";"Mustakivi tee 13, Lasnamäe linnaosa, Tallinn, Harju maakond, 13619"
"";"";"";"";"";"";"J. Smuuli tee 9, Lasnamäe linnaosa, Tallinn, Harju maakond, 13629"
"";"";"";"";"";"";"Suur-Sõjamäe tn 4, Lasnamäe linnaosa, Tallinn, Harju maakond, 11415"
"";"";"";"";"";"";"Tuulemaa tn 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10316"
"";"";"";"";"";"";"Viru väljak 4, Kesklinna linnaosa, Tallinn, Harju maakond, 10111"
"";"";"";"";"";"";"Tartu mnt 87, Lasnamäe linnaosa, Tallinn, Harju maakond, 11412"
"";"";"";"";"";"";"Karjavälja tn 4, Mustamäe linnaosa, Tallinn, Harju maakond, 12918"
"";"";"";"";"";"";"Sõpruse pst 201, Mustamäe linnaosa, Tallinn, Harju maakond, 13411"
"";"";"";"";"";"";"Papiniidu tn 8, Pärnu linn, Pärnu linn, Pärnu maakond, 80010"
"";"";"";"";"";"";"Kalda tee 1c, Tartu linn, Tartu linn, Tartu maakond, 50703"
"";"";"";"";"";"";"Lääneringtee 39, Tartu linn, Tartu linn, Tartu maakond, 50501"
"";"";"";"";"";"";"Tallinna tn 41, Viljandi linn, Viljandi maakond, 71020"
"";"";"";"";"";"";"Hobujaama tn 5, Kesklinna linnaosa, Tallinn, Harju maakond, 10151"
"";"";"";"";"";"";"Riia tn 2, Tartu linn, Tartu linn, Tartu maakond, 51004"
"";"";"";"";"";"";"Merivälja tee 24, Pirita linnaosa, Tallinn, Harju maakond, 12112"
"";"";"";"";"";"";"Lai tn 11, Pärnu linn, Pärnu linn, Pärnu maakond, 80011"
"";"";"";"";"";"";"Veesaare tee 2, Peetri alevik, Rae vald, Harju maakond, 75312"
"KTO016501";"KOHVISTOPP OÜ";"12232170";"12.07.2012";"Jah";"Toitlustamine";"Vabaduse väljak 5, Kesklinna linnaosa, Tallinn, Harju maakond"
"KTO016081";"Osaühing Aldar Eesti";"11710650";"13.06.2012";"Jah";"Toitlustamine";"Sadama 25-4, Kesklinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Lootsi tn 10, Kesklinna linnaosa, Tallinn, Harju maakond, 10151"
"";"";"";"";"";"";"Lootsi tn 10, Kesklinna linnaosa, Tallinn, Harju maakond, 10151"
"";"";"";"";"";"";"Klooga mnt 6a, Tabasalu alevik, Harku vald, Harju maakond, 76901"
"KTO015817";"U&K TOITLUSTUS OÜ";"11758355";"23.05.2012";"Jah";"Toitlustamine";"Kastani pst 12, Rakvere linn, Lääne-Viru maakond"
"KTO015268";"Gotsu OÜ";"11900178";"01.11.2011";"Jah";"Toitlustamine";"Pärnu mnt 62a, Kesklinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Suur-Männiku tn 5, Nõmme linnaosa, Tallinn, Harju maakond, 11216"
"KTO013793";"Holmjet OÜ";"11975503";"01.03.2011";"Jah";"Toitlustamine";"Roseni tn 7, Kesklinna linnaosa, Tallinn, Harju maakond"
"KTO013482";"Pärnu Tennisekeskus OÜ";"11947429";"04.11.2010";"Jah";"Toitlustamine";"A. H. Tammsaare pst 39, Pärnu linn, Pärnu linn, Pärnu maakond"
"KTO013381";"Pimenta OÜ";"11997781";"01.10.2010";"Jah";"Toitlustamine";"Pärnu mnt 41, Pärnu-Jaagupi alev, Põhja-Pärnumaa vald, Pärnu maakond"
"KTO013078";"Osaühing NOVATREK GROUP";"11372377";"06.08.2010";"Jah";"Toitlustamine";"Simuna tee 1b, Rakke alevik, Väike-Maarja vald, Lääne-Viru maakond"
"KTO011678";"Maharaja Catering OÜ";"11865246";"22.02.2010";"Jah";"Toitlustamine";"Harju tn 7, Kesklinna linnaosa, Tallinn, Harju maakond, 10146"
"KTO011429";"Osaühing Anne Toidud";"11759478";"26.11.2009";"Jah";"Toitlustamine";"Rägavere tee 46/1, Rakvere linn, Lääne-Viru maakond, 44312"
"KTO010983";"OÜ Plus Kohvikud";"11465222";"07.08.2009";"Jah";"Toitlustamine";"Peterburi tee 92e, Lasnamäe linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Kopli tn 69c, Põhja-Tallinna linnaosa, Tallinn, Harju maakond, 10314"
"";"";"";"";"";"";"Kanali põik 3, Rae küla, Rae vald, Harju maakond, 10112"
"";"";"";"";"";"";"Tartu mnt 2, Kesklinna linnaosa, Tallinn, Harju maakond, 10145"
"";"";"";"";"";"";"Ehitajate tee 27, Mustamäe linnaosa, Tallinn, Harju maakond, 12618"
"";"";"";"";"";"";"Kadaka tee 4, Kristiine linnaosa, Tallinn, Harju maakond, 10621"
"";"";"";"";"";"";"Peterburi tee 67a, Lasnamäe linnaosa, Tallinn, Harju maakond, 11415"
"";"";"";"";"";"";"Kännu tn 67, Kristiine linnaosa, Tallinn, Harju maakond, 13418"
"";"";"";"";"";"";"Kaluri tn 22, Haapsalu linn, Haapsalu linn, Lääne maakond, 16026846"
"";"";"";"";"";"";"Akadeemia tee 1, Mustamäe linnaosa, Tallinn, Harju maakond, 12616"
"";"";"";"";"";"";"Akadeemia tee 3, Mustamäe linnaosa, Tallinn, Harju maakond, 12616"
"KTO009562";"osaühing Pak L&P";"10323939";"16.01.2009";"Jah";"Toitlustamine";"Ujula tn 2, Tartu linn, Tartu linn, Tartu maakond"
"KTO008044";"Piko Hobikross Osaühing";"10949704";"28.04.2008";"Jah";"Toitlustamine";"Rallipargi/1, Hingu küla, Saue vald, Harju maakond, 76312"
"KTO007873";"Kaerajaan OÜ";"10622560";"22.02.2008";"Jah";"Toitlustamine";"Raekoja plats 17, Kesklinna linnaosa, Tallinn, Harju maakond"
"";"";"";"";"";"";"Raekoja plats 17, Kesklinna linnaosa, Tallinn, Harju maakond, 10146"
"KTO007663";"aktsiaselts Olerex";"10136870";"06.11.2007";"Jah";"Toitlustamine";"Tallinna mnt 9, Sillamäe linn, Ida-Viru maakond"
"";"";"";"";"";"";"Tartu mnt 1b, Mammaste küla, Põlva vald, Põlva maakond, 63211"
"";"";"";"";"";"";"Tartu mnt 15b, Jõhvi linn, Jõhvi vald, Ida-Viru maakond, 41538"
"";"";"";"";"";"";"Lagedi tee 1, Lasnamäe linnaosa, Tallinn, Harju maakond, 13816"
"";"";"";"";"";"";"Lagedi tee 1, Lasnamäe linnaosa, Tallinn, Harju maakond, 13816"
"";"";"";"";"";"";"Ehitajate tee 101, Mustamäe linnaosa, Tallinn, Harju maakond, 12915"
"KTO006490";"Osaühing RIKAS-VO";"11292230";"27.04.2007";"Jah";"Toitlustamine";"Vabaduse tn 25, Narva-Jõesuu linn, Narva-Jõesuu linn, Ida-Viru maakond"
"";"";"";"";"";"";"Suur-Lootsi tn, Narva-Jõesuu linn, Narva-Jõesuu linn, Ida-Viru maakond, 29023"
"";"";"";"";"";"";"Kiriku tn 1a, Narva-Jõesuu linn, Narva-Jõesuu linn, Ida-Viru maakond"
"";"";"";"";"";"";"Pähklimäe tn 4a, Narva linn, Ida-Viru maakond, 20603"
"KTO006239";"SIMEAG PROJEKTID OSAÜHING";"11185451";"11.01.2007";"Jah";"Toitlustamine";"Hommiku tn 17, Pärnu linn, Pärnu linn, Pärnu maakond"
"KTO005040";"Aktsiaselts Tallinna Lennujaam";"10349560";"25.04.2006";"Jah";"Toitlustamine";"Roomassaare tee 1, Kuressaare linn, Saaremaa vald, Saare maakond"
"KTO003202";"Osaühing Adiantro";"10095792";"25.04.2005";"Jah";"Toitlustamine";"Nõmme tee 20, Kristiine linnaosa, Tallinn, Harju maakond, 13465"
"";"";"";"";"";"";"Endla tn 16, Kesklinna linnaosa, Tallinn, Harju maakond, 10142"
"";"";"";"";"";"";"Juhkentali tn 58, Kesklinna linnaosa, Tallinn, Harju maakond, 15007"
"KTO003131";"Aktsiaselts Varbla Puhkeküla";"10358671";"22.04.2005";"Jah";"Toitlustamine";"Ranna Motell, Rannaküla, Lääneranna vald, Pärnu maakond"
"KTO002660";"Ugandi Toitlustus OÜ";"10244714";"12.04.2005";"Jah";"Toitlustamine";"Lipuväljak 26, Otepää linn, Otepää vald, Valga maakond"
